,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stakeholder engagement scales,,,,,,,,,,,,,,,,,,,,,,,,
2019,Mohammadpour P. Mahjabin T. Fernandez J. & Grady C. From national indices to regional action—An Analysis of food energy water security in Ecuador Bolivia and Peru. Environmental Science & Policy 101 291–301 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Mohtar R. H. & Lawford R. Present and future of the water-energy-food nexus and the role of the community of practice. J Environ Stud Sci 6 192–199 (2016).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,Mohtar Rabi H. Amjad T. Assi and Bassel Daher. “Bridging the Water and Food Gap: The Role of the Water-Energy-Food Nexus.” (2015). ,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Molajou A. Pouladi P. & Afshar A. (2021). Incorporating social system into water-food-energy nexus. Water Resources Management 35 4561-4580.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Mondal K. Chatterjee C. & Singh R. (2023). An analytical framework for state level water-energy-food nexus analysis in India: Insight from implemented policies. Environmental Science & Policy 141 33-49.,Y,N,1,1,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Moraes-Santos E. C. Dias R. A. & Balestieri J. A. P. (2021). Groundwater and the water-food-energy nexus: The grants for water resources use and its importance and necessity of integrated management. Land Use Policy 109 105585.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Moreira F. D. A. Dalla Fontana M. Sepe P. M. Lopes M. V. Moura L. D. V. Medeiros L. S. ... & Di Giulio G. M. (2022). Co-creating sustainability indicators for the local water–energy–food nexus. Sustainability Science 17(6) 2315-2329.,Y,N,0,1,0,0,0,0,0,Y,0,1,0,0,0,1,1,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,Morlet-Espinosa J. Flores-Tlacuahuac A. & Fuentes-Cortes L. F. (2023). A combined variational encoding and optimization framework for design of the water-energy-food nexus. Computers & Chemical Engineering 108076.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Mroue A. M. Mohtar R. H. Pistikopoulos E. N. & Holtzapple M. T. Energy Portfolio Assessment Tool (EPAT): Sustainable energy planning using the WEF nexus approach – Texas case. Science of The Total Environment 648 1649–1664 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Muhirwa F. Shen L. Elshkaki A. Chiaka J. C. Zhong S. Bönecke E. ... & Harerimana B. (2023). Alert in the dynamics of water-energy-food production in African countries from a nexus perspective. Resources Conservation and Recycling 194 106990.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,1,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Muhirwa F. Shen L. Elshkaki A. Zhong S. Hu S. Hirwa H. ... & Mulinga N. (2022). Ecological balance emerges in implementing the water-energy-food security nexus in well-developed countries in Africa. Science of The Total Environment 833 154999.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,1,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Mukherji A. (2022). Sustainable groundwater management in India needs a water‐energy‐food nexus approach. Applied Economic Perspectives and Policy 44(1) 394-410.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Munoz Castillo R. et al. The land-water nexus of biofuel production in Brazil: Analysis of synergies and trade-offs using a multiregional input-output model. Journal of Cleaner Production 214 52–61 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,1,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Naderi M. M. Mirchi A. Bavani A. R. M. Goharian E. & Madani K. (2021). System dynamics simulation of regional water supply and demand using a food-energy-water nexus approach: application to Qazvin Plain Iran. Journal of Environmental Management 280 111843.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Namany S. Govindan R. Di Martino M. Pistikopoulos E. N. Linke P. Avraamidou S. & Al-Ansari T. (2021). An energy-water-food nexus-based decision-making framework to guide national priorities in Qatar. Sustainable Cities and Society 75 103342.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Ngammuangtueng P. Jakrawatana N. & Gheewala S. H. (2020). Nexus Resources efficiency assessment and management towards transition to sustainable bioeconomy in Thailand. Resources Conservation and Recycling 160 104945.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,Ngammuangtueng P. Nilsalab P. Chomwong Y. Wongruang P. Jakrawatana N. Sandhu S. & Gheewala S. H. (2023). Water-energy-food nexus of local bioeconomy hub and future climate change impact implication. Journal of Cleaner Production 136543.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,0,0,0,Y,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2021,Ngarava S. (2021). Long term relationship between food energy and water inflation in South Africa. Water-Energy Nexus 4 123-133.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Nhamo L. Mabhaudhi T. Mpandeli S. Dickens C. Nhemachena C. Senzanje A. ... & Modi A. T. (2020). An integrative analytical model for the water-energy-food nexus: South Africa case study. Environmental Science & Policy 109 15-24.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Nie Y. et al. A Food-Energy-Water Nexus approach for land use optimization. Science of The Total Environment 659 7–19 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,Nie Y. Avraamidou S. Li J. Xiao X. & Pistikopoulos E. N. Land use modeling and optimization based on food-energy-water nexus: a case study on crop-livestock systems. in Computer Aided Chemical Engineering vol. 44 1939–1944 (Elsevier 2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Nika C. E. Vasilaki V. Renfrew D. Danishvar M. Echchelh A. & Katsou E. (2022). Assessing circularity of multi-sectoral systems under the Water-Energy-Food-Ecosystems (WEFE) nexus. Water Research 221 118842.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Nisal A. Diwekar U. Hanumante N. Shastri Y. & Cabezas H. (2022). Integrated model for food-energy-water (FEW) nexus to study global sustainability: The main generalized global sustainability model (GGSM). PloS one 17(5) e0267403.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,Niva V. Cai J. Taka M. Kummu M. & Varis O. (2020). China’s sustainable water-energy-food nexus by 2030: Impacts of urbanization on sectoral water demand. Journal of Cleaner Production 251 119755.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Nkiaka E. Bryant R. G. Manda S. & Okumah M. (2023). A quantitative understanding of the state and determinants of water-energy-food security in Africa. Environmental Science & Policy 140 250-260.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Nkiaka E. Okpara U. T. & Okumah M. (2021). Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach. Environmental Development 40 100655.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Norouzi N. (2022). Presenting a conceptual model of water-energy-food nexus in Iran. Current Research in Environmental Sustainability 4 100119.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Norouzi N. & Kalantari G. (2020). The food-water-energy nexus governance model: a case study for Iran. Water-Energy Nexus 3 72-80.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Núñez-López J. M. Rubio-Castro E. & Ponce-Ortega J. M. (2021). Involving resilience in optimizing the water-energy-food nexus at macroscopic level. Process Safety and Environmental Protection 147 259-273.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Núñez-López J. M. Rubio-Castro E. & Ponce-Ortega J. M. (2022). Optimizing resilience at water-energy-food nexus. Computers & Chemical Engineering 160 107710.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,OECD (2018) Managing the Water-Energy-Land-Food Nexus in Korea: Policies and Governance Options | READ online. oecd-ilibrary.org https://read.oecd-ilibrary.org/environment/managing-the-water-energy-land-food-nexus-in-korea_9789264306523-en.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2021,Ogbolumani O. A. & Nwulu N. I. (2021). Multi-objective optimisation of constrained food-energy-water-nexus systems for sustainable resource allocation. Sustainable Energy Technologies and Assessments 44 100967.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Ogbolumani O. A. & Nwulu N. I. (2022). A food-energy-water nexus meta-model for food and energy security. Sustainable Production and Consumption 30 438-453.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Okola I. Omulo E. O. Ochieng D. O. & Ouma G. (2023). A comparison of evolutionary algorithms on a Large Scale Many-Objective Problem in Food–Energy–Water Nexus. Results in Control and Optimization 10 100195.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Okonkwo E. C. Abdullatif Y. M. & Tareq A. A. (2021). A nanomaterial integrated technology approach to enhance the energy-water-food nexus. Renewable and Sustainable Energy Reviews 145 111118.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,"Opoku E. K. Adjei K. A. Gyamfi C. Vuu C. Appiah-Adjei E. K. Odai S. N. & Siabi E. K. (2022). Quantifying and analysing water trade-offs in the water-energy-food nexus: The case of Ghana. Water-Energy Nexus, 5 8-20.",N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Ouyang Y. Cai Y. Xie Y. Yue W. & Guo H. (2021). Multi-scale simulation and dynamic coordination evaluation of water-energy-food and economy for the Pearl River Delta city cluster in China. Ecological Indicators 130 108155.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Oviroh P. O. Austin-Breneman J. Chien C. C. Chakravarthula P. N. Harikumar V. Shiva P. ... & Papalambros P. Y. (2023). Micro Water-Energy-Food (MicroWEF) Nexus: A system design optimization framework for Integrated Natural Resource Conservation and Development (INRCD) projects at community scale. Applied Energy 333 120583.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Paim M.-A. et al. Mainstreaming the Water-Energy-Food Nexus through nationally determined contributions (NDCs): the case of Brazil. Climate Policy 20 163–178 (2020).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Pan Y. & Chen Y. (2022). Spatio-Temporal Evolution Measurement and Obstacle Factors of the Vulnerability of Water-Energy-Food-Ecology Nexus in the Yangtze River Economic Belt. Polish Journal of Environmental Studies 31(5).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Papadopoulou M. P. & Vlachou A. (2022). Conceptualization of NEXUS elements in the marine environment (Marine NEXUS). Euro-Mediterranean Journal for Environmental Integration 7(3) 399-406.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,"Parihar C. M. Meena B. R. Nayak H. S. Patra K. Sena D. R. Singh, R. ... & Abdallah A. M. (2022). Co-implementation of precision nutrient management in long-term conservation agriculture-based systems: A step towards sustainable energy-water-food nexus. Energy 254 124243.",N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Payet-Burin R. Kromann M. Pereira-Cardenal S. Strzepek K. M. & Bauer-Gottwein P. WHAT-IF: an open-source decision support tool for water infrastructure investment planning within the water–energy–food–climate nexus. Hydrol. Earth Syst. Sci. 23 4129–4152 (2019).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Peng W. Zheng H. Robinson B. E. Li C. & Li R. (2022). Comparing the importance of farming resource endowments and agricultural livelihood diversification for agricultural sustainability from the perspective of the food–energy–water nexus. Journal of Cleaner Production 380 135193.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,1,1,0,0,Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,"Pereira Ribeiro J. M. da Silva S. A. da Silva Neiva S. Soares T. Montenegro C. Deggau A. B. ... & de Andrade Guerra J. B. S. O. (2021). A proposal of a balanced scorecard to the water, energy and food nexus approach: Brazilian food policies in the context of sustainable development goals. Stochastic Environmental Research and Risk Assessment 35 129-146.",N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Phetheet J. Hill M. C. Barron R. W. Gray B. J. Wu H. Amanor-Boadu V. ... & Rossi M. W. (2021). Relating agriculture energy and water decisions to farm incomes and climate projections using two freeware programs FEWCalc and DSSAT. Agricultural Systems 193 103222.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,1,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,"Phetheet J. Hill M. C. Barron R. W. Rossi M. W. Amanor-Boadu V. Wu H. & Kisekka I. (2021). Consequences of climate change on food-energy-water systems in arid regions without agricultural adaptation analyzed using FEWCalc and DSSAT. Resources, Conservation and Recycling 168 105309.",N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Purwanto A. Sušnik J. Suryadi F. X. & de Fraiture C. Using group model building to develop a causal loop mapping of the water-energy-food security nexus in Karawang Regency Indonesia. Journal of Cleaner Production 240 118170 (2019).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,1,0,0,0,0,Y,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2021,Purwanto A. Sušnik J. Suryadi F. X. & de Fraiture C. (2021). Quantitative simulation of the water-energy-food (WEF) security nexus in a local planning context in Indonesia. Sustainable Production and Consumption 25 198-216.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Putra M. P. I. F. Pradhan P. & Kropp J. P. (2020). A systematic analysis of Water-Energy-Food security nexus: A South Asian case study. Science of The Total Environment 728 138451.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Qi X. Li J. Yuan W. & Wang R. Y. (2021). Coordinating the food-energy-water nexus in grain production in the context of rural livelihood transitions and farmland resource constraints. Resources Conservation and Recycling 164 105148.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Qi Y. Farnoosh A. Lin L. & Liu H. (2022). Coupling coordination analysis of China’s provincial water-energy-food nexus. Environmental Science and Pollution Research 1-11.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Qian X. Y. & Liang Q. M. (2021). Sustainability evaluation of the provincial water-energy-food nexus in China: evolutions obstacles and response strategies. Sustainable Cities and Society 75 103332.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Qian X. Y. Liang Q. M. Liu L. J. Zhang K. & Liu Y. (2022). Key points for green management of water-energy-food in the Belt and Road Initiative: Resource utilization efficiency final demand behaviors and trade inequalities. Journal of Cleaner Production 362 132386.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Qin J. Duan W. Chen Y. Dukhovny V. A. Sorokin D. Li Y. & Wang X. (2022). Comprehensive evaluation and sustainable development of water–energy–food–ecology systems in Central Asia. Renewable and Sustainable Energy Reviews 157 112061.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Qin Y. (2021). Global competing water uses for food and energy. Environmental Research Letters 16(6) 064091.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Qiu J. et al. Scenarios reveal pathways to sustain future ecosystem services in an agricultural landscape. Ecol Appl 28 119–134 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,1,1,0,1,0,Y,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2021,Radmehr R. Ghorbani M. & Ziaei A. N. (2021). Quantifying and managing the water-energy-food nexus in dry regions food insecurity: New methods and evidence. Agricultural Water Management 245 106588.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Rahmani M. Jahromi S. H. M. & Darvishi H. H. (2023). SD-DSS model of sustainable groundwater resources management using the water-food-energy security Nexus in Alborz Province. Ain Shams Engineering Journal 14(1) 101812.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,Ramaswami A. et al. An urban systems framework to assess the trans-boundary food-energy-water nexus: implementation in Delhi India. Environ. Res. Lett. 12 025008 (2017).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Ramirez C. Almulla Y. & Nerini F. F. (2021). Reusing wastewater for agricultural irrigation: a water-energy-food Nexus assessment in the North Western Sahara Aquifer System. Environmental Research Letters 16(4) 044052.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Ramirez C. Almulla Y. Joyce B. Huber-Lee A. & Nerini F. F. (2022). An assessment of strategies for sustainability priority challenges in Jordan using a water–energy–food Nexus approach. Discover Sustainability 3(1) 23.,Y,N,1,0,0,0,0,0,0,N,0,1,0,1,1,1,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,Ravar Z. Zahraie B. Sharifinejad A. Gozini H. & Jafari S. (2020). System dynamics modeling for assessment of water–food–energy resources security and nexus in Gavkhuni basin in Iran. Ecological Indicators 108 105682.,Y,N,0,1,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,"Raya-Tapia A. Y. Cansino-Loeza B. Sánchez-Zarco X. G. Ramírez-Márquez C. & Ponce-Ortega J. M. (2022). A systematic approach for assessing water, energy and food security during the COVID-19 pandemic: case study of Mexico. Environment Development and Sustainability 1-29.",N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,"Raya-Tapia A. Y. López-Flores F. J. & Ponce-Ortega, J. M. (2023). Incorporating deep learning predictions to assess the water-energy-food nexus security. Environmental Science & Policy 144 99-109.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Reimer J. J. Babbar-Sebens M. & Rivera S. J. (2020). WEST: Water economy simulation tool to predict impacts of economic and environmental shocks. Advances in Water Resources 142 103648.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Ren H. Liu B. Zhang Z. Li F. Pan K. Zhou Z. & Xu X. (2022). A water-energy-food-carbon nexus optimization model for sustainable agricultural development in the Yellow River Basin under uncertainty. Applied Energy 326 120008.,N,N,0,0,0,0,0,0,0,N,0,0,1,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
